,Band name,Country of origin,Location,Status,Formed in,Years active,Genre,Lyrical themes,Current/Last label,Discography,Country code,Spotify ID
1157,Raw Diamond,Sweden,"Alunda, Uppsala",Split-up,2008,2008-2010,Melodic Heavy Metal,"Life, Music, Love",Unsigned/independent,"['This Is How It Started', 'Vol 75%']",SE,
1158,Raw Dog,Colombia,Bogotá,Active,2014,2014-present,Melodic Death Metal,,Unsigned/independent,[],CO,
1159,Raw Dögs,United States,"Los Angeles, California",Active,2016,2016-present,"Speed, Heavy Metal, Punk","Rocker life, Violence",Unsigned/independent,['Raw Dögs'],US,
1160,Raw Edge,Germany,"Eisenach, Thuringia",Split-up,2001,2001-2010,"Hardcore, Metal, Punk (early); Death Metal, Hardcore (later)",,No Panic!,"['Stupidity of Humanity', 'Taking Command', 'Raw Edge vs. Never Die Alone']",DE,
1161,Raw Energy,United States,"Columbus, Ohio",Split-up,,,"Power, Thrash Metal",,Raw Records,['White Stallion'],US,
1162,Raw Ensemble,Germany,"Ulm, Baden-Württemberg",Active,2009,2009-present,Thrash Metal,,Unsigned/independent,"['Jesus Is Back... And He Is Fucking Angry', 'Suffer Well']",DE,
1163,Raw Gore,Serbia,Belgrade,Changed name,2004,"2004-2007, 2007-2009 (as Navrog)",Raw Black Metal (early); Pagan Black Metal (later),Slavic Paganism,Unsigned/independent,"['Рикаше стотине вукова', 'Сирова крв промо']",RS,
1164,Raw Hatred,United States,"Fairfax, Virginia",Split-up,2003,2003-?,Black Metal,"Armageddon, Darkness, War, Death",Rusty Axe Records,"['Heaven Depleted', 'Rabid War', ""Devil's Triangle"", 'Total Devastation', 'War in the Kingdom of Heaven', 'Hung Again like a Bitch', 'Southern Hell Rehearsal', 'Raw Hatred / Misanthropy']",US,
1165,Raw Hex,United States,"Charlotte, North Carolina",Active,2018,"2012-2018 (as Votnut), 2018-present",Grindcore,,Closed Casket Activities,"['Always High, Always Low']",US,
1166,Raw Image,United States,"Warren, Michigan",Split-up,,,"Heavy, Thrash Metal",,Unsigned/independent,['Melodic Agression'],US,
1167,Raw Impact,Norway,"Mass, Viken",Split-up,,,Death Metal,,Unsigned/independent,['Damnation'],NO,
1168,Raw in Sect,Greece,"Athens, Attica",Split-up,2005,2005-2020,"Technical Death Metal (early); Thrash, Progressive Metal (mid); Folk Rock (later)","Philosophy, Social and personal issues",Σέχτα Records,"['Demo 2007', 'Red Flows', 'Blue Haze', 'Therion', 'Arena', 'Kitro']",GR,
1169,Raw Level,Canada,Quebec,Split-up,1995,1995-1998,Death Metal,,Unsigned/independent,['Demo 1996'],CA,
1170,Raw Meat,Argentina,Buenos Aires,Split-up,1987,1987-1988,"Thrash Metal, Crossover, Hardcore","Humour, Bizarre",Unsigned/independent,"['Single', 'Tu supositorio me seduce']",AR,
1171,Raw Moon,United States,"Northampton, Massachusetts",Split-up,2010,2010,"Black Metal, Punk","Pre-human, Apocalypse",Unsigned/independent,['Demo I'],US,
1172,Raw Oath,Venezuela,Caracas,Unknown,2004,2004-?,"Raw Black Metal, Noise",Devil Worship,Unsigned/independent,"['Demo 01 - The Unknown First Tape', 'Demo 02 - Fuck You Raw Oath Is Real', 'Demo 03 - Black Noise Suicide(Venezuelan Hell Noise ritual)', 'Demo 04 - March of Death', 'Demo 06 - SSatanic Kampf', 'Anti-Human Holocaust', 'Raw Oath & Zebra MU', 'Demo 05 - Apocalizum Orthodox Noizze', ""N.S.T.M and Misanthropia's Ritual's"", 'Demo 07 - Madness', 'Demo 08 - VIII', 'Demo 09 - Kult', 'Demo 10 - O.D.W', 'Demo 11 - A Tribute to the Unknown Forest Poetry']",,
1173,Raw Pöison,Greece,"Athens, Attica",Active,2012,2012-present,"Black, Speed Metal, Punk","The Devil, Punk/metal music",Unsigned/independent,"['Hellchild', 'Poisoned to the Bone']",GR,
1174,Raw Power,Italy,"Poviglio (Reggio Emilia), Emilia-Romagna",Active,1981,"1981 (as Off Limit), 1981-present","Thrash Metal, Crossover, Hardcore Punk","Society, Politics, Freedom, Anarchy, Rebellion",Demons Run Amok Entertainment,"['Raw Power', 'Raw Power', 'You Are the Victim', 'Screams from the Gutter', 'Live in the U.S.A. 1984', 'Wop Hour', 'Shout / Wop Hour', 'After Your Brain', 'Mine to Kill', 'Live Danger', 'Too Tough to Burn', 'Screams from the Gutter / After Your Brain', 'Fight', 'Live from the Gutter', 'Reptile House', 'Trust Me!', 'The Dirty Rotten Power EP', '...Still Screaming (After 20 Years)', '27/12/2003 Happy Birthday Junior! In Memory of Giuseppe', 'The Hit List', 'Fuck Authority', 'Resuscitate', 'The Reagan Years', 'Birth', 'No More Borders', 'Tired and Furious', 'Inferno', 'Japan Tour 2019', 'Land of the Rising Spaghetti']",IT,
1175,Raw Rapture,Brazil,"São Paulo, São Paulo",Split-up,,,Heavy Metal,,Unsigned/independent,['Raw Rapture'],BR,
1176,Raw Raze,Brazil,"Niterói, Rio de Janeiro",Split-up,2003,2003-?,Heavy Metal,"Metal Way of Life, Urban Life, Personal Conflicts",Unsigned/independent,"['ThunderBlade', 'Steel Storm']",BR,
1177,Raw Riot,Greece,"Kavala, East Macedonia and Thrace",Active,2014,2014-present,"Thrash 'n' Roll, Punk",,Unsigned/independent,"['Bräve Rock Genesis', 'Bräve Rock Änthems']",GR,
1178,Raw Rust,Italy,"Vicenza, Veneto",Active,2012,2012-present,Death Metal,,Unsigned/independent,['Darwinist Regression'],IT,
1179,Raw Sewage,United States,"Mount Blanchard, Ohio",Split-up,2005,2005-2008,"Thrash, Death Metal","Food, Mutants",Unsigned/independent,"['Rad as Shit', 'Sorcorers of Shred', 'Cadaver Cuts', 'Horror from Below', 'Hyperdeath Disintegration', 'I Hate This / Raw Sewage']",US,
1180,Raw Violence,Canada,"Halifax, Nova Scotia",Unknown,,,"Thrash, Death Metal","Killing cops, Self-destruction, Dystopia",Unsigned/independent,['Going to Hell'],CA,
1181,Raw Visions,Italy,"Florence, Tuscany",Split-up,1998,1998-?,"Heavy, Thrash, Death Metal","Internal struggles, Anger",Unsigned/independent,['Human Hecatomb'],IT,
1182,Rawa Pasung,Indonesia,"Sempor, Kebumen, Central Java",On hold,2013,2013-2015,Black Metal,Indonesian nationality,Majestical Production,['The Spirit Nasionalism of Indonesia'],ID,
1183,Rawage,Finland,"Loimaa, Varsinais-Suomi",Split-up,2009,2009-2015,"Black, Thrash, Death Metal",,Unsigned/independent,"['Angelhunter', 'Triumph of Sin']",FI,4SWWp9o0fsa2MNKQzzLsOo
1184,Rawarontek,Indonesia,"Bandar Lampung, Lampung",Active,1998,"1998-2006, 2009-present",Black Metal,,Unsigned/independent,['Nista Sang Pemuja'],ID,
1185,Rawattack,Brazil,"Belo Horizonte, Minas Gerais",Unknown,2005,2005-?,"Thrash, Death Metal","Violence, Drinks, Sex, Anti-Christianity",Unsigned/independent,['Drunk Rawriders from Hell'],BR,
1186,Rawboned,Germany,"Frankfurt, Hesse",Changed name,1991,"1991-?, ?-? (as Toxic Annie)","Thrash, Groove Metal",,Unsigned/independent,"['Demo 1996', 'Blessing of a Curse', 'Member of Society']",DE,
1187,Rawburst,Germany,"Calw-Stammheim, Baden-Württemberg",Split-up,2008,2008-2011,"Thrash, Groove Metal",Aggression,Unsigned/independent,['DEMOlition'],DE,
1188,Rawcvlt,Slovakia,"Senica, Trnava",Split-up,2011,2011-2020,Raw Black Metal,"War, Darkness, Occultism",Unsigned/independent,"['Rehearsal Demo 2012', 'Embrace of the Black Plague', 'Rawcvlt / 777 Babalon', 'Premonitions of Horrible Things to Come']",SK,
1189,Rawdogs,United States,"Detroit, Michigan",Active,2011,2011-present,"Heavy Metal, Hard Rock",,Unsigned/independent,"['Never Say Die', 'Vol. III New Blood']",US,
1190,Rawfoil,Italy,"Monza, Lombardy",Active,2009,2009-present,"Speed, Thrash Metal",,Buil2Kill Records,"['Demo 2011', 'Evolution in Action', 'Tales from the Four Towers', 'Prowler (Iron Maiden cover)']",IT,0vHNTeEEevnINjXSnCymY1
1191,Rawhead,Poland,"Katowice, Silesia",Split-up,1997,1997-?,Thrash Metal,,Unsigned/independent,"[""Demo'98""]",PL,
1192,Rawhead,Australia,"Melbourne, Victoria",Active,2016,2016-present,"Death Metal, Grindcore, Goregrind","Horror films, The X-Files",Cadaveric Dissolution Records,"['Rawhead', 'Mortuary Mutilations - Demo 2017', 'Spineless Pigs', 'Rawhead / Raw Addict / Blue Holocaust / Active Stenosis']",AU,3KjXFfhbZnErrV3viglimA
1193,Rawhead,United States,"Kirkland, Washington",Split-up,1989,1989-1994,Thrash Metal,,Unsigned/independent,"['Something Crushes Spine...', 'Bones of All Men', 'Demonstrations']",US,
1194,Rawhead,Germany,,Split-up,,,"Thrash, Groove Metal, Crossover with Industrial elements",,Unsigned/independent,[],DE,
1195,Rawhead Rex,United States,"Worcester, Massachusetts",Split-up,1994,1994-2001,Groove Metal,,Cooked Cranium Records,"['First Encounter', 'No Stranger to Pain', 'Rebirth']",US,
1196,Rawhead Rexx,International,"Rottenburg, Baden-Württemberg, Germany / Basel, Switzerland",Unknown,1997,1997-?,"Heavy, Power Metal","War, Violence, Religion, Metal",Unsigned/independent,"['Demo', 'Rawhead Rexx', 'Diary in Black']",,
1197,Rawhide,Paraguay,Asunción,Split-up,1983,"1983-1991, 2006, 2012, 2014, 2015",Thrash Metal,"War, Violence, Aggression",Unsigned/independent,"['No esperes piedad', 'Caceria humana', 'Demo', 'Caceria humana / No esperes piedad']",PY,
1198,RawkFist,Germany,"Schwabach, Bavaria",Split-up,2005,2005-2011,"Symphonic, Gothic Metal, fallen angel, gothic symphonic metal",,Danse Macabre,"['Stories', 'Gardens of Elysia', 'Chryseus']",DE,5z9JfIaZsvvgvq4VmqGgI3
1199,Rawkus,Australia,"Perth, Western Australia",Unknown,1990,1990-?,"Heavy, Power Metal","Sex, Drugs, Nightmares",Unsigned/independent,"['Rawkus', 'Rawkus II Whiskey Blue']",AU,
1200,Rawness Obsolete,Italy,"Florence, Tuscany",Active,2015,2015-present,Black Metal,"History, War, Hate, Death",Unsigned/independent,"['Rotten Totalitarism', 'Hic Manebimus Optime', 'Nobilioribus Subterraneus', 'Refugium Nostrum - Live Rehearsal (2016)', 'Refugium Nostrum II - Live Rehearsal (2016)', 'Venne il buio', 'In Hoc Signo Vinces', 'Refugium Nostrum III - Live Rehearsal (2017)', 'Hic Sepultus Est', 'Velzna (Live in Bologna MMXVIII)', 'Il cantico della morte', 'Refugium Nostrum - Atto Ultimo (Live Rehearsal 2019)', 'Assoluto']",IT,
1201,Rawnessedge,Unknown,,Active,2011,2011-present,Black Metal,,Unsigned/independent,"['Deus Ex Marine', 'Uit vrije will', 'Witches Night']",,
1202,Rawoil,Finland,,Active,2016,2016-present,Thrash Metal,,Unsigned/independent,"['Asylum', 'Perpetrator', 'A Sign of Evil']",FI,0H2SykvteexygDuuiyN5g6
1203,Rawrorr,Ukraine,"Odesa, Odesa Oblast",Active,2016,2016-present,Death Metal,"Human decline, Space, Science, Inevitable doom",Unsigned/independent,"['Solipsism', 'Cynism', 'Vostok']",UA,
1204,Rawshock,United States,"Fort Lee, New Jersey",Split-up,,"?-? (as Amulet), ?-?",Thrash Metal,,World Metal Records,"['Rawshock', 'Promo Split EP']",US,
1205,Rawsoil,Finland,,Active,,,Southern Metal,,Unsigned/independent,"['Feel It Building', 'Hands of a Dying Man', 'Denial, Anger, Acceptance']",FI,
1206,Rawthrone,Brazil,"Rio de Janeiro, Rio de Janeiro",Active,2020,2020-present,Raw Black Metal,,Blizzard Records,"['Encased in Darkness', 'Crossing Limits', 'Ready to Chaos']",BR,6aGlbtSkFhZndtYlHUrCQg
1207,Rawtism,Australia,"Melbourne, Victoria",Active,2019,2019-present,Thrash Metal,,Unsigned/independent,"['B\u200b.\u200bY\u200b.\u200bH\u200b.\u200bA\u200b.\u200bS\u200b.\u200bT\u200b.\u200bF\u200b.\u200bU', 'Go Rawtistic!', 'Stay Metal', 'Raw and Off Its Head']",AU,
1208,Rawtopsy,United States,"Santa Venetia, California",Active,,,"Grindcore, Brutal Death Metal",,Mullet Death Records,"['Methcoast Speedgore', 'Sales and Distribution of a Controlled Substance']",US,
1209,RawWar,Brazil,"Belo Horizonte, Minas Gerais",Active,2017,2017-present,"Black, Death Metal",War,WarCore Records,['Caído em Batalha'],BR,
1210,Rawwar,Switzerland,Geneva,Active,2013,2013-present,"Black, Death Metal",,Unsigned/independent,['Nuclear Proof'],CH,
1211,Rax,Germany,Hamburg,Split-up,1985,1985-?,Melodic Metal,,Unsigned/independent,"[""The Desert's Still Alive Vol. II - Hard 'n Heavy"", ""The Winner's Defeat""]",DE,
1212,Rax Load,Denmark,"Copenhagen, Hovedstaden",Split-up,,,Heavy Metal,,Unsigned/independent,['Demo 99'],DK,
1213,Raxa,Russia,"Novovoronezh, Voronezh Oblast",Active,2005,2005-present,"Doom Metal, Folk, Ambient, russian folk metal",Mayan Ceremonies,Unsigned/independent,"['Oxlahun Ti Ku', 'Rabinal Achi', 'MezoVedic', 'Scarificator', 'Starchildren']",,2fs677FAJaenm8kTt5p86Q
1214,Raxar,Spain,"Barcelona, Catalonia",Active,2020,2020-present,"Symphonic Power, Groove Metal",,Unsigned/independent,['Through the Glass'],ES,
1215,Raxas,Poland,"Olsztyn, Warmia-Masuria",Split-up,1986,1986-1991,Thrash Metal,"Metal, Leather, Violence, Epic",Unsigned/independent,['Demo'],PL,
1216,Raxas,Mexico,Mexico City,Active,1985,"1985-1997, 2003, 2011-present","Power, Thrash Metal","Social, Political, Fictional, Sarcastic",Sexa Records,"['Demo', 'Presencia', 'La batalla de las bandas 1990', 'Esclavos eternos', 'Allá nos veremos', 'Déjate ver', 'Instinto']",MX,5ys8TSYIeHvpQpLsFloG9v
1217,Raxe,Mexico,"Monterrey, Nuevo León",Active,1982,"1982-?, 2014-present",Heavy Metal,,Unsigned/independent,"['Metal Rock', 'Raxe']",MX,70FWzPk7jZFUBr6XQ0Bt1Q
1218,Raxik,Bolivia,"La Paz, La Paz",Split-up,2018,"2016-2018 (as Toxic Street), 2018-2020",Thrash Metal,"Motivation, Politics, Social criticism, Personal issues",Unsigned/independent,"['Piedra', 'Illimani Metal 2018']",,
1219,Ray B,Italy,"Teramo, Abruzzo",Split-up,2006,2006-?,"Hard Rock, Heavy Metal",,Unsigned/independent,['Rockfever'],IT,
1220,Ray Gunn,United States,"Seattle, Washington",Split-up,1986,1986-1987,Heavy Metal,,My,['Ray Gunn'],US,
1221,Ray Morgan,Colombia,Bogota,Active,2016,2016-present,Heavy Metal,,Unsigned/independent,"['Hell Riders', ""Motores y Rock n' Roll"", 'Old Road Bones']",CO,
1222,Ray of Darkness,Australia,,Active,,,Experimental Black Metal,,Unsigned/independent,['The Apocalypse upon Us'],AU,
1223,Raydead,Austria,Vienna,Split-up,1988,1988-?,"Death, Thrash Metal",,Dark Matter Records,"['Raydead', 'End in Sight']",AT,
1224,Raydei,Japan,"Fukuoka, Fukuoka Prefecture",Split-up,2014,2014-2017,"Melodic Power Metal, Hard Rock",,Glory Records,"['Raydei', ""Heaven's Door"", 'Sakura', 'Survive']",JP,
1225,Rayearth,United States,"San Francisco, California",Split-up,2017,2017-2018,"Progressive, Groove Metal","Mostly instrumental, Depression",Unsigned/independent,['Demos'],US,
1226,Räyhä,Finland,"Raisio, Varsinais-Suomi",Active,2005,2005-2011,Thrash Metal,"War, Pain, Murder, Society",Unsigned/independent,"['Demo 2006', 'Demo 2007', 'Äkkikuolema', 'Inkvisitio']",FI,
1227,Rayken,Colombia,"Medellin, Antioquia",Active,2011,2011-present,Heavy Metal,"Battle, Honour, Victory",Unsigned/independent,"['Heavy Metal', 'El poder vital del rayo', 'Mi mente sigue en pie', 'Eterna tu historia']",CO,
1228,Rayla,Japan,,Changed name,2018,"2018-2019, 2019-present (as Tecbet)",Power Metal,,Unsigned/independent,"['Astaroth', 'Ragnarok']",JP,
1229,Rayo,Colombia,"Pasto, Narino",Active,2010,2010-present,Heavy Metal,"Terror, Heavy Metal",Unsigned/independent,['Rayo'],CO,5Opp3DQNYikyhkRkH4kN23
1230,Rayon,Italy,"Lecce, Apulia",Active,2006,2006-present,"Heavy Metal, Hard Rock","Life, Sex, Rock, Harley-Davidson",Unsigned/independent,"[""Runnin' from Elm St."", 'Born to Be Ready']",IT,
1231,The Rays of the Sun,Czechia,"Česká Kamenice, Ústí nad Labem Region",Active,1995,1995-present,"Atmospheric Doom Metal, Rock","Melancholy, Dreams",Metal Breath Production,"['At Dawn', 'Nature', 'Promo 99', 'Waiting', 'Follow Copy promo', 'Living Flowers Gallery', 'Distant world part I.', 'Znamení lehkosti', ""It's Over"", 'Distant Worlds']",,
1232,Raytion,Japan,,Split-up,,,Power Metal,,Unsigned/independent,['Raytion'],JP,
1233,Rayz,Spain,"Fuenlabrada, Community of Madrid",Active,2009,2009-present,"Deathcore, Death Metal",,Unsigned/independent,"['Maqueta', 'Renacer', 'Invictvs']",ES,2ox7pfdqCzrf9UNxyOal1h
1234,Rayze,United States,"Narragansett, Rhode Island",Split-up,,,Heavy Metal,,Unsigned/independent,"[""Kickin' Your Hyde""]",US,
1235,Rayzick Ruzer,Japan,,Split-up,,,Speed Metal,"Rocking, Fighting",Unsigned/independent,['Rayzick Ruzer'],JP,
1236,Raza,Bolivia,"Santa Cruz de la Sierra, Santa Cruz",Active,1998,1998-present,"Thrash, Groove Metal",,Unsigned/independent,"['Herederos de la fé', 'Dementes', 'Sobreviviendo', 'Vamo oriente']",,
1237,Raza 1982,Argentina,Buenos Aires,Active,2017,2017-present,Heavy Metal,"The Malvinas war, History, Patriotism",Unsigned/independent,"['Sentir nacional', 'Somos la raza', 'Haciendo patria', 'Unidos o dominados']",AR,
1238,Raza de Odio,Italy,"Genoa, Ligury",Split-up,2002,2002-2011,"Death Metal, Hardcore with Flamenco influences","War, Oppression, Hate",Scarlet Records,"['Promo 2002', 'La nueva alarma']",IT,
1239,Raza Heroica,Argentina,"Rosario, Santa Fe",Active,1995,1995-present,"Heavy, Thrash, Groove Metal",,Positive Power,"['Fuerza positiva', 'Inquebrantable']",AR,
1240,Raza Indígena,Argentina,"Godoy Cruz, Mendoza",Active,1997,1997-present,"Heavy, Thrash Metal","Social, Native People",Unsigned/independent,"['Harto', 'De vuelta otra vez']",AR,
1241,Raza Nativa,Argentina,Buenos Aires,Active,2003,2003-present,Heavy Metal,"War, Social criticism",Unsigned/independent,['Accion asesina'],AR,
1242,Raza Odiada,Argentina,"González Catán, Buenos Aires",Active,1998,1998-present,Heavy Metal,"Social themes, Metal",Unsigned/independent,"['Caos', 'Raza odiada', 'Raza odiada - Kaos', 'Igual que ayer', 'Querer es poder', 'Más allá del paso del tiempo', 'Sariri', 'Aca no se rinde nadie']",AR,
1243,Raza Salvaje,Argentina,"Gualeguaychú, Entre Ríos",Unknown,2004,2004-?,Power Metal with Death Metal influences,"Life, Social",Unsigned/independent,[],AR,
1244,Raza Solar,Mexico,Mexico City,Split-up,2013,2013-2015,Ambient Black Metal,"Paganism, War, Pre-columbian themes",Culto Solar,['El lugar de los dioses antiguos'],MX,
1245,Raza Sur,Venezuela,"Maturín, Monagas",Active,,,Heavy Metal,,Unsigned/independent,"['Kamikazes', 'Hijos de la maldición (Remastered)']",,
1246,Razafari,Germany,"Lengefeld/Pockau, Saxony",Unknown,2002,2002-?,Groove Metal,,Unsigned/independent,[],DE,
1247,Razak,Spain,"Madrid, Community of Madrid",Active,2020,2020-present,"Melodic Black, Death Metal","Depression, Anxiety, Death",Unsigned/independent,"['Eclipse', 'The Principle of Evil Made Flesh (Cradle of Filth Cover) - Single', 'Journey to the End (Windir cover)']",ES,2yRJXmznt5s9qLrHqFTpfd
1248,Razakel Krieg,United Kingdom,"Midlands, England",Split-up,2008,2008-?,Black Metal,Satanism,Depressive Illusions Records,"['Churchburner', 'Dawn of a New Existance', 'Suicide', 'Death Beneath the Mourning Star', 'Invoked Spirits of the Night', 'Desecration of His Holy Empire', 'Kingdom Dammed', 'Elitist Metal Bastards Unite', 'Escape from Misery', 'A Gathering of Four Tyrants']",GB,
1249,Razamanaz,Brazil,"Lages, Santa Catarina",Split-up,1994,1994-2002,Death Metal,"Society, Life, Human Behaviour",Unsigned/independent,"['Heirs of Nothing', 'Mirror of Humanity']",BR,
1250,Razas Cruzadas,Argentina,"La Matanza, Buenos Aires",Split-up,2011,2011-2016,Thrash Metal,,Unsigned/independent,['Solo para más placer'],AR,
1251,Razboinix,Russia,"Tomsk, Tomsk Oblast",Active,,,"Thrash Metal, Crossover","Politics, Society",They Live! Records,['Razboinix'],,
1252,Raze,Spain,"As Pontes de García Rodríguez, Galicia",Active,2007,"2007-2016, 2019-present",Thrash Metal,,Suspiria Records,"['Man vs Machine', ""Mankind's Heritage"", 'Grave for the Weak']",ES,4EdPcwesu3dGctEWPrP7ys
1253,Raze,Indonesia,"Padang, West Sumatra",Active,2017,2017-present,"Heavy, Groove Metal","Political, Spiritual, Religion, Self-empowerement",Unsigned/independent,"['So Repeat This Line', 'Kratzer', 'Ad Infinitum']",ID,2dddZdDugAC2zNvpyE5A31
1254,Raze,Brazil,"São Bernardo do Campo, São Paulo",Split-up,1987,1987-?,Thrash Metal,,Unsigned/independent,['Premonition to Destruction'],BR,
1255,Raze,Chile,"Curanilahue, Bio Bio",Active,2008,2008-present,Melodic Death Metal,"Inner struggles, Sadness",Unsigned/independent,"['Atrapado en la agonía', 'Diez veces venceremos']",CL,
1256,Raze,Italy,"Prato, Tuscany",Unknown,2009,2009-?,"Groove, Thrash Metal",,Unsigned/independent,['Raze'],IT,
